name,ratings,date,comment,search,keyword
 임성진 ,5,5달 전,대전은 성심당,성심당DCC점,sungsimdang_bakery
 Pro William Seo ,5,5달 전,미안해 요 케이크 싹쓸이 해서 뒤분들,성심당DCC점,sungsimdang_bakery
 yong min Kim ,2,5달 전,사람이 너무 많다 결하려면 기본분은 서 있어야 할 듯 재방의 사 없음,성심당DCC점,sungsimdang_bakery
 홍준표 ,5,5달 전,좋은,성심당DCC점,sungsimdang_bakery
 사랑의원자탄 ,1,5달 전,그냥 그럼,성심당DCC점,sungsimdang_bakery
 미나리 ,5,5달 전,대전에서 젤 맛있는 빵집,성심당DCC점,sungsimdang_bakery
 보람보배넘침 ,5,5달 전,시성 신당은 빵도 케이크도 맛있어요,성심당DCC점,sungsimdang_bakery
 Dwayne Lee ,4,5달 전,대전 와인 페스티벌 때 안주로 빵 사서 와인이랑 먹어봤는데 맛있었음,성심당DCC점,sungsimdang_bakery
 권영자 ,2,5달 전,비좁고 정신없어요,성심당DCC점,sungsimdang_bakery
 이성훈 ,5,5달 전,본점보다는 한산하고 층에 카페도 운영하고 있어 먹고 가기도 편합니다 부티크도 있어 디저트도 엄청 많아요,성심당DCC점,sungsimdang_bakery
 한심 ,5,5달 전,부추빵튀김소보루엄청 맛있습니다,성심당DCC점,sungsimdang_bakery
 지안이파더 ,3,5달 전,괜찮음,성심당DCC점,sungsimdang_bakery
 Richard Son ,4,5달 전,빵 종류가 본점보단 없네요,성심당DCC점,sungsimdang_bakery
 Seok-Jun Chang ,5,5달 전,킹 갓 더 너럴 성심당,성심당DCC점,sungsimdang_bakery
 에델바이스 ,5,5달 전,좋아요,성심당DCC점,sungsimdang_bakery
 임종화 ,5,5달 전,최고의 맛,성심당DCC점,sungsimdang_bakery
 손정복 ,5,5달 전,맛있는 빵들이 많았어요,성심당DCC점,sungsimdang_bakery
 박철호 ,4,5달 전,좋음 아주 좋음은 행동까지 기지 않아서 더 좋음,성심당DCC점,sungsimdang_bakery
 김양훈 ,4,5달 전,사람은 항상 많고 길거리에 주차하기 편함 대전 본점은 주차가 가능하나 주차하기는 아무래도 불편,성심당DCC점,sungsimdang_bakery
 오밀조밀투밀맘 ,4,5달 전,손님들 출입에 비해 매장이 좀 협소한 편이라서 불편하지만 빵은 맛있어요 대기 줄 관리가 필요해 보입니다,성심당DCC점,sungsimdang_bakery
 wooeil kim ,5,5달 전,맛있어요,성심당DCC점,sungsimdang_bakery
 장도현 ,5,5달 전,대전에서 젤 맛남,성심당DCC점,sungsimdang_bakery
 주희숙 ,4,5달 전,각종 빵과 커피도 즐길 수 있습니다,성심당DCC점,sungsimdang_bakery
 hyun mee kim ,4,5달 전,너무 좁아서 사람들끼리 빵끼리 부딪히기 일수,성심당DCC점,sungsimdang_bakery
 정상민 ,5,5달 전,지하주차장이 넓고 자리도 많은데 대부분 밖에 세워서 입구가 혼잡합니다,성심당DCC점,sungsimdang_bakery
 Ky Young Baek ,5,5달 전,다양한 빵과 분위기가 좋았습니다,성심당DCC점,sungsimdang_bakery
 구씨 ,4,5달 전,사람이 많고 붐빔빵 종류는 많아 요 리필도 빨리 되고 빵 장 느낌,성심당DCC점,sungsimdang_bakery
 남석종 ,5,5달 전,시성심당,성심당DCC점,sungsimdang_bakery
 아이오닉 ,3,5달 전,너무 좁아요 매장이,성심당DCC점,sungsimdang_bakery
 전우성 ,5,5달 전,가까운데 성심당이 있다는 건 축복이다,성심당DCC점,sungsimdang_bakery
 Ja Wong ,4,5달 전,다른 성심당 매장에 비해 좀 작아서 그렇지 좋아요,성심당DCC점,sungsimdang_bakery
 김용태 ,5,5달 전,맛난 빵이 많아요,성심당DCC점,sungsimdang_bakery
 오나라 ,4,5달 전,시설 깔끔하고 맛있는 빵을 먹을 수 있어 좋아요,성심당DCC점,sungsimdang_bakery
 유후Grace ,4,5달 전,맛있었어요 벌써부터 크리스마스 분위기에 빵 맛 두 좋았어요 다 만 빵이 좀 더 빨리빨리 채워지면 좋겠어요,성심당DCC점,sungsimdang_bakery
 전재영 ,4,6달 전,합격 엿 사고 왔습니다,성심당DCC점,sungsimdang_bakery
 상헌이 ,4,6달 전,빵도 맛있고 종류도 다양하게 있지만 사람이 너무 많아서 대기시간이 좀 걸림,성심당DCC점,sungsimdang_bakery
 황세영 ,4,6달 전,튀김 노보루 빵은 사면 바로 먹는 게 일 맛있을 집에 오면 기름에 뉵눅해져서 맛이 안남 대전 가면 맛보고 기념품으로 가족에게 주어도 좋은 빵,성심당DCC점,sungsimdang_bakery
 문재호 ,4,6달 전,괜찮았어요,성심당DCC점,sungsimdang_bakery
 jake kim ,3,6달 전,성심당임,성심당DCC점,sungsimdang_bakery
 doori kim ,5,6달 전,성심당이야 뭐 대전에서 무조건 들러야 하는 곳,성심당DCC점,sungsimdang_bakery
 정훈진 ,5,6달 전,도룡동의 성심당 매장,성심당DCC점,sungsimdang_bakery
 zo ca ,5,6달 전,친절하고 다양한 빵이 있음 사람이 많다,성심당DCC점,sungsimdang_bakery
 영 ,5,6달 전,빵 맛있어요,성심당DCC점,sungsimdang_bakery
 장papi ,5,6달 전,당연히 북적이나 통귀리 빵과 부추 빵 맛있어요,성심당DCC점,sungsimdang_bakery
 55dididi 123 ,4,6달 전,튀김 곰보빵이나 부추 빵은 다 매진이었어요 케이크 먹었는데 무난하니 맛있어요 근데 가격이 좀 만 더 싸면 좋겠네요 구성비는 쏘 쏘,성심당DCC점,sungsimdang_bakery
 cu jeong ,4,6달 전,빵 종류 많아서 좋음,성심당DCC점,sungsimdang_bakery
 윤영순 ,3,6달 전,빵이 맛있어서 자주 들리는 데 비좁다 이층에 올라가면 브런치를 즐길 수 있는 간이 따로 있다,성심당DCC점,sungsimdang_bakery
 Seul Lee ,5,6달 전,손님이 항상 바글 하네요,성심당DCC점,sungsimdang_bakery
 최기용 ,4,6달 전,주차가 용이함,성심당DCC점,sungsimdang_bakery
 션사인 ,4,6달 전,본점보다 빵의 종류가 적은 것 같아요,성심당DCC점,sungsimdang_bakery
 kimong jjun ,5,6달 전,빵 맛있어요,성심당DCC점,sungsimdang_bakery
 아레나youtube [ARENA TUBE] ,5,6달 전,깔끔하고 위치 좋고 맛 좋고 다 굿입니다,성심당DCC점,sungsimdang_bakery
 김건웅 ,5,6달 전,싸고 마시고,성심당DCC점,sungsimdang_bakery
 ki Gwa ,5,6달 전,식빵이 맛있네요,성심당DCC점,sungsimdang_bakery
 딱스. ,4,6달 전,주년 기념 튀소 초콜릿 올려진 거 너무 달아서 개인적으로 불호,성심당DCC점,sungsimdang_bakery
 이병훈 ,5,6달 전,대전에서 빵집은 여기가 최고,성심당DCC점,sungsimdang_bakery
 조은혜 ,4,6달 전,주차는 좀 별로 네 요하지만 성심당 빵 맛있어요 특히 명란 바게트와 사워도 우방이 최고 더라고요 아무거나 집어도 맛있으니 시도해보세요,성심당DCC점,sungsimdang_bakery
 한정호 ,4,6달 전,맛있어요,성심당DCC점,sungsimdang_bakery
 엄태순 ,4,6달 전,대전 이사 와 서소 듣고 가봤는데 두 군데로 나누어져 빵과 디저트용으로 종류도 다양하게 많더군 이 맛도 담백하고 단팥빵도 맘에 들어요,성심당DCC점,sungsimdang_bakery
 씅 ,5,6달 전,성심당 대표 빵 종류는 거의 다 있는 것 같아요 오후 시쯤 갔는데 초코 튀소는 품절 매장이 크진 않아서 인기 메뉴는 금방 금방 품절되는 듯,성심당DCC점,sungsimdang_bakery
 돌고래 ,5,6달 전,도룡도 룡식빵작명이유가 뭐죠,성심당DCC점,sungsimdang_bakery
 김영길 ,4,6달 전,빵 종류가 많고 나름 신선하다 직들도 친절하고 상냥,성심당DCC점,sungsimdang_bakery
 황영화 ,5,6달 전,빵 맛있는 집,성심당DCC점,sungsimdang_bakery
 김미경 ,5,6달 전,대전 맛있는 빵집 늦게 가면 빵이 없어요 다양한 종류가 있어 좋습니다,성심당DCC점,sungsimdang_bakery
 고우 ,5,6달 전,맛있네요,성심당DCC점,sungsimdang_bakery
 이주영 ,5,6달 전,사람 많아요 시간 주차 무료,성심당DCC점,sungsimdang_bakery
 쑤니동률 ,4,6달 전,친절해 요 큐얼 코드 찍고 입장해야 해요 매장이 좁아서 오픈되어 있는 빵들이 좀 꺼림칙해요,성심당DCC점,sungsimdang_bakery
 Nam Jun Kim ,5,6달 전,맛있는 빵이 다양하고 성심당 이용 시 지하주차장이 시간 무료라 주차가 편합니다,성심당DCC점,sungsimdang_bakery
 병주르 ,5,7달 전,대전하면 성심당이죠,성심당DCC점,sungsimdang_bakery
 JH L ,5,7달 전,대전의 대표 빵집,성심당DCC점,sungsimdang_bakery
 H Cho ,5,7달 전,튀김 곰보빵뿐 아니라 모든 빵이 맛있습니다 식빵 먹어보고 깜짝 놀랐네요,성심당DCC점,sungsimdang_bakery
 HJ갱 ,4,7달 전,분위기 긋초코튀소를 사지 못했음,성심당DCC점,sungsimdang_bakery
 청솔 ,5,7달 전,맛나요,성심당DCC점,sungsimdang_bakery
 DEUX DEUXIST ,5,7달 전,성심당 빵은 어릴 적부터 정말 맛있어요 근데 줄이 너무 김대진보다 여기가 더 줄을 길게 선듯해요,성심당DCC점,sungsimdang_bakery
 cs kim ,5,7달 전,빵 맛있는 곳,성심당DCC점,sungsimdang_bakery
 bd ac ,2,7달 전,별로임,성심당DCC점,sungsimdang_bakery
 편미숙 ,2,7달 전,직분들이 그다지 친절하지 않아요 의미 없는 표정,성심당DCC점,sungsimdang_bakery
 T1234 K ,5,7달 전,빵이 신선하고 맛있어요 사람이 많아요 밤 수칙을 잘 지켜요,성심당DCC점,sungsimdang_bakery
 James Jin ,5,7달 전,다양한 빵 대형 프랜차이즈 대비 저렴 맛있음,성심당DCC점,sungsimdang_bakery
 노동현 ,5,7달 전,부추 빵 최고,성심당DCC점,sungsimdang_bakery
 소주아빠 ,5,7달 전,대전 가면 꼭 들르는 곧 딸이 명란 바게트 너무 좋아함,성심당DCC점,sungsimdang_bakery
 Sung Won Sohn ,5,7달 전,다양한 빵과 상대적으로 저렴한 가격이 일품 튀김 곰보빵이 일미,성심당DCC점,sungsimdang_bakery
 김득원 ,5,7달 전,근처에 성심당이 있어서 좋아요,성심당DCC점,sungsimdang_bakery
 황인환 ,4,7달 전,본점과 동일한 맛의 빵을 맛볼 수 있고 간단히 빵을 사기에 좋음,성심당DCC점,sungsimdang_bakery
 차영진 ,4,7달 전,은행동 본점까지 안 가도 되는 둔산 가까이 편리한 곳에 있습니다 맛과 정성은 대전의 사죠,성심당DCC점,sungsimdang_bakery
 정은영의소소한일상 ,5,7달 전,대전의 빵집 성심당 눈으로 호강 입으로 호강 달콤하고 맛있는 케이크가 참 많아요,성심당DCC점,sungsimdang_bakery
 이남주 ,4,7달 전,성심당 하지만 나는 서울 사람이 쥐 보산 메아리 큰 버전은 너무 커서 미니 버전 먹고 싶었는데 미니 버전은 없더라고 이 빵 종류가 다른 지점들보다 좀 적은 건가 잘 모르겠네요 케이크 부티크 홀 케이크는 보다 맛있어 보이는데 가격은 비슷한 게 성심당이 근처에 있다면 여기 케이크 먹는 게 이득일 듯 요 토요 빵 맛있고 거기 베스트라고 써져 있는 빵들은 웬만하면 사는 게 이득홍 두 어쩌 구도 너무 맛있고,성심당DCC점,sungsimdang_bakery
 Dana JEONG ,3,7달 전,주말엔 사람 너무 많아서 빵도 대로 못 고름,성심당DCC점,sungsimdang_bakery
 유호선 ,5,7달 전,맛있고 깔끔한 매장,성심당DCC점,sungsimdang_bakery
 Ahrim Park ,5,7달 전,대기층 조용하고 뷰도 좋고 빵도 맛있지만 딸기 빙수 너무 좋아,성심당DCC점,sungsimdang_bakery
 유장운 ,4,7달 전,대전 명물인 성심당이 죠 하지만 주변 불법 주차가 위험합니다,성심당DCC점,sungsimdang_bakery
 김형욱 ,4,7달 전,부추 빵보단 곰보빵,성심당DCC점,sungsimdang_bakery
 홍정희 ,5,7달 전,친정집 갈 때면 반해서 지인들 선물 주는 데 다들 너무 좋아하세요,성심당DCC점,sungsimdang_bakery
 박지원 ,4,7달 전,워낙 유명한 빵집이 죠 입맛에는 부추 빵 강추합니다,성심당DCC점,sungsimdang_bakery
 최용준 ,5,7달 전,시 최고네요 오자마자 다 먹었습니다,성심당DCC점,sungsimdang_bakery
 Hyoungkyu Jeon ,4,7달 전,성심당 빵 맛이야 맛있습니다 대전이나 은행동까지 가지 않아도 서대전 유성 쪽에서 쉽게 접근하기 좋습니다 사람이 많습니다셋트주시 타 매장들은 바로바로 나오던데 점은 다소 시간이 걸리는 점이 약간 아쉬웠습니다,성심당DCC점,sungsimdang_bakery
 Dong won Lee ,5,7달 전,대전의 명물 성심당 유성 근처에는 데 있는 성심당으로 오세요,성심당DCC점,sungsimdang_bakery
 lucero castillo ,5,7달 전,대전 최고의 베이커리,성심당DCC점,sungsimdang_bakery
 이종성 ,5,7달 전,너무 저렴하고 훌륭한 빵집입니다 대전의 자랑이죠,성심당DCC점,sungsimdang_bakery
 jong kuk Kim ,5,7달 전,둔산동에 가깝게 생긴 뒤로 늘 이용하네요,성심당DCC점,sungsimdang_bakery
 Seong Jin KIM ,5,7달 전,튀소 부추는 안 먹어도 맛있네요,성심당DCC점,sungsimdang_bakery
 위트ᅲᅲ ᆞ희선 ,3,7달 전,거리두기를 해야 하는데 계산하는 데도 더덕 더 덕 붙어 있고 빵찝게 여러 사람 만져 그런 가 좀 찝찝했어요 빵은 맛도 좋고 가격도 좋고 좋네요,성심당DCC점,sungsimdang_bakery
 김성수 ,4,7달 전,성심당 분점인데 본점보다 덜 복잡한 거 같아요,성심당DCC점,sungsimdang_bakery
 algus g ,4,7달 전,성심당 본점은 주차가 어려워서 주차가 편한 여기 매장 망했어요 빵 이 어야 당연히 맛있고 카페가 연결되어 있어 좋아 요 케이크 매장도 옆이고요 다만 주말 기준 사람이 많아서 계산하는데 오래 걸립니다,성심당DCC점,sungsimdang_bakery
 구본홍 ,4,7달 전,대전의 명물 성심당 추천이요,성심당DCC점,sungsimdang_bakery
 Skar ,5,7달 전,일찍 안 가면 거의 다 팔려요,성심당DCC점,sungsimdang_bakery
 Eunjoung Kim ,5,7달 전,맛있는 빵이 잔뜩 있어요,성심당DCC점,sungsimdang_bakery
 BongSeok Jang ,4,7달 전,튀소 구입하는 계산대를 운영 안 하는 것만 단점,성심당DCC점,sungsimdang_bakery
 김기영 ,5,7달 전,가격도 상품성도 맛도 좋아요,성심당DCC점,sungsimdang_bakery
 jy kim ,5,7달 전,빵 맛 집,성심당DCC점,sungsimdang_bakery
 GodKao19만원현대차119만원 ,4,7달 전,성심당이 괜히 성심당이겠음 아주 좋음 인근 부촌에서 사람들이 너무 많이 오긴 하지만 적당히 괜찮음,성심당DCC점,sungsimdang_bakery
 홍민정 ,5,7달 전,늘 좋아요 가끔씩 지하주차장 닫혀 있어 주차가 힘들 때가 있지만 빵만큼은 최고죠,성심당DCC점,sungsimdang_bakery
 강상호 ,4,8달 전,새로 생긴 곳이라 대전으로 안 가도 되어서 좋아요 규모도 크고 취식 간이 층으로 분리되어 있는 점도 좋아요,성심당DCC점,sungsimdang_bakery
 savina k ,5,8달 전,저녁 놀을 바라보며 커피를 즐길 수 있어서 좋았어요,성심당DCC점,sungsimdang_bakery
 Epinell Lee ,5,8달 전,주차 편하고 빵값 저렴 대전 시민인으로 여기가 면 모닝빵 식빵이 거랑 베이커리가 서 케이크 세 가지만 삼,성심당DCC점,sungsimdang_bakery
 Jun Lee ,5,8달 전,대전 그 자체,성심당DCC점,sungsimdang_bakery
 Joochul Lee ,5,8달 전,대전의 최고 맛집 친절한 서비스 부족함이 없어요,성심당DCC점,sungsimdang_bakery
 Seonghun Kim ,4,8달 전,빵이 맛있어요,성심당DCC점,sungsimdang_bakery
 Youjin Lee ,5,8달 전,품질 좋은 빵을 먹을 수 있습니다 동네에 이런 빵집이 있어 행복합니다,성심당DCC점,sungsimdang_bakery
 박진수 ,3,8달 전,일찍 가세요,성심당DCC점,sungsimdang_bakery
 SangWoo Pak ,5,8달 전,빵존 맛집 무조건 들려서 선물사가 면이 됨,성심당DCC점,sungsimdang_bakery
 황일평 ,5,8달 전,대전의 명소 대전지 대비 좀 비싼 감이 있지만 수도권에 비하면 매우 저렴한 편,성심당DCC점,sungsimdang_bakery
 ᆞᆞ ,5,8달 전,맛있음,성심당DCC점,sungsimdang_bakery
 성령침례교회 ,3,8달 전,내가 찾는 빵이 매 없어 아쉽,성심당DCC점,sungsimdang_bakery
 Fly High Kim ,4,8달 전,유명한 곳인데도 빵 가격이 다른 곳이 비해 저렴해서 놀랐다 이래서 성심당 성심당 하나보다,성심당DCC점,sungsimdang_bakery
 윤영범 ,5,8달 전,처음 방하였습니다 코로나 발열 검사 확실히 하시고 매장도 깔끔하고 맛나는 빵이 즐비하네요,성심당DCC점,sungsimdang_bakery
 Jgram ,5,8달 전,층에서 한가로이 빵 먹으면서 시간 보낼 수 있음,성심당DCC점,sungsimdang_bakery
 김성근 ,3,8달 전,빵은 맛있지만 매장이 좁아서 빵을 고르고 계산하기가 잡 합니다,성심당DCC점,sungsimdang_bakery
 Chung Seong Hong ,5,8달 전,맛있어요,성심당DCC점,sungsimdang_bakery
 Ek Lee ,5,8달 전,본점보다 안 붐벼서 좋음,성심당DCC점,sungsimdang_bakery
 Sang Sang ,4,8달 전,매장 출입구 앞에 있는 주차장을 이용하세요,성심당DCC점,sungsimdang_bakery
 Shinjeong Kim ,5,8달 전,명란 바게트 너무 맛있어요,성심당DCC점,sungsimdang_bakery
 아빠쭈니 ,3,8달 전,좋은데 사람이 너무 많아서 요즘 같은 때에는 안 가주는 게 나을 듯,성심당DCC점,sungsimdang_bakery
 Jeongseok Lee ,4,8달 전,본점보다 주차하기 좋아요,성심당DCC점,sungsimdang_bakery
 김미중 ,5,8달 전,성심당은 내 보약,성심당DCC점,sungsimdang_bakery
 김요다 ,5,8달 전,맛있는 성심당 튀김 곰보빵,성심당DCC점,sungsimdang_bakery
 박상기 ,4,8달 전,대전에서의 아침을 성심당점에서 브런치 유럽의 바다 뷰가 그립네 시 맛있는,성심당DCC점,sungsimdang_bakery
 신일균01096654847 ,5,8달 전,너무 좋아요,성심당DCC점,sungsimdang_bakery
 Heeseo Park ,4,8달 전,맛있고 신선한 빵 성심당에서만 맛보는 특별한 빵까지 좋아요,성심당DCC점,sungsimdang_bakery
